product,revenue,attributable_cost,volume_variable_cost,product_specific_cost,rev_pc,attributable_cost_pc,cont_pc,cost_coverage,fy
Total International Ancillary Services (note 2),43.33900991000001,43.70396167986599,43.70396167986599,0,1.499446220132868,None,-0.012626627903884913,0.9916494579475591,2016
Special Services:,None,None,None,None,None,None,None,None,2016
Address Management Services,16.733937,6.791944401921115,0.08066351842367112,6.711280883497444,None,None,None,None,2016
Caller Service,94.350825,23.14038844601279,23.14038844601279,0,None,None,None,None,2016
Credit Card Authentication (note 4),16.939799,1.68606,1.68606,0,None,None,None,None,2016
Customized Postage,0.01,0.069935,0.069935,0,None,None,None,None,2016
Money Orders,156.37069,116.70736972015418,114.02324917113043,2.6841205490237496,1.731887479666167,None,0.4392920936439826,1.3398527477309463,2016
Post Office Box Service,283.969036,229.5694582373012,229.0705193073012,0.49893893,None,None,None,None,2016
Stamp Fulfillment Services,3.711969,4.251737,4.251737,0,None,None,None,None,2016
Total Special Services,572.086256,382.21689280538925,372.3225524428681,9.894340362521193,None,None,None,None,2016
Total Market Dominant Services,1853.68288091,1227.6495570484387,1217.5821896859175,10.067367362521193,None,None,None,None,2016
Total Market Dominant Mail and Services,50893.45403372999,28261.4145487579,28205.882347314433,55.53220144346983,None,None,None,None,2016
COMPETITIVE MAIL AND SERVICES,None,None,None,None,None,None,None,None,2016
Total Priority Mail Express,809.4129780000001,356.7330399756049,353.4697006752648,3.263339300340105,24.49577546952359,None,13.699738480599748,2.2689599428618994,2016
Total First-Class Package Service,2075.728899,1468.5518334605729,1467.8056619334805,0.746171527092267,2.674207618881107,None,0.7822396920222334,1.4134529348607623,2016
Total Priority Mail,7784.880835,6127.925526042445,6072.699638346446,55.225887696,7.751962166420109,None,1.6499488095873858,1.270394165515855,2016
Total Ground,5191.579899999999,3055.2874594267932,3037.7017030504694,17.58575637632397,2.112555311561037,None,0.8692991400133547,1.6992116024899337,2016
Total Competitive International,1800.7296330787344,1062.2147535232125,1047.510647332148,14.704106191064481,7.882491612741074,None,3.2327658950267057,1.6952594822336775,2016
Total Domestic Competitive Services,833.0777630000001,425.51794362755857,390.2333900032755,35.28455362428307,None,None,None,None,2016
Total Competitive Mail and Services,18495.410008078736,12496.230556056189,12369.420741341084,126.8098147151039,None,None,None,None,2016
Total All Mail and Services,69388.86404180873,40757.64510481409,40575.30308865552,182.34201615857373,None,None,None,None,2016
Miscellaneous Items,2050.49780885999,0,0,0,None,None,None,None,2016
Appropriations:  Revenue Forgone,59.209,0,0,0,None,None,None,None,2016
Total Operating Income,71498.57085066872,40757.64510481409,40575.30308865552,182.34201615857373,None,None,None,None,2016
Investment Income,31.853539140000002,0,0,0,None,None,None,None,2016
Total,71530.42438980872,40757.64510481409,40575.30308865552,182.34201615857373,None,None,None,None,2016
All Other,None,36363.44435076577,None,None,None,None,None,None,2016
Total,None,77121.08945557986,None,None,None,None,None,None,2016
"PUBLIC COST AND REVENUE ANALYSIS
Fiscal Year 2017",None,None,None,None,None,None,None,None,2017
Mail Classes and Products,Revenue,Cost,Variable Cost,None,$,Cost $,$,Coverage,2017
(note 1),(note 1),(note 2),(note 2),None,,(note 2),(note 2),(note 2),2017
MARKET DOMINANT PRODUCTS,None,None,None,None,None,None,None,None,2017
First-Class Mail:,None,None,None,None,None,None,None,None,2017
Single-Piece Letters,8728.692751,5318.073637403312,5111.921391573818,None,0.48948876879693626,0.29822762599196356,0.1912611428049727,1.6413260413712534,2017
Single-Piece Postcards,234.090838,213.96834068261154,212.07477799212603,None,0.34889370797705355,0.31890273198327296,0.02999097599378059,1.09404427427531,2017
Total Single-Piece Letters and Cards,8962.783589,5532.041978085924,5323.996169565944,None,0.48439060082740565,0.2989773334320178,0.18541326739538783,1.6201582751006358,2017
Presort Letters,14002.183858999999,4405.056404202213,4327.867242069209,None,0.38184114097631977,0.1201263874538028,0.26171475352251694,3.1786616501987544,2017
Presort Cards,547.549208,159.73174062755044,158.80213628116078,None,0.2576371424372653,0.07515822981851986,0.18247891261874546,3.4279298895059997,2017
Total Presort Letters and Cards,14549.733067,4564.788144829764,4486.66937835037,None,0.37503706084345745,0.11766296476551115,0.2573740960779463,3.1873840812260976,2017
Flats,1987.133446,1532.899795659457,1528.4075942433547,None,1.3720775356906827,1.0584379113153828,0.3136396243752999,1.2963231201587646,2017
Parcels,546.640129,478.67802205625594,477.76159077884023,None,2.8630319730842793,2.507079903677915,0.3559520694063645,1.1419787494144797,2017
First-Class NSAs,0,0,0,None,None,None,None,None,2017
Outbound Single-Piece First-Class Mail Int'l,231.10190399999993,139.30964977646724,139.05430293613503,None,1.5194665054640153,0.9159437592658889,0.6035227461981264,1.658908082611795,2017
Inbound Single-Piece First-Class Mail Int'l,292.9054696799999,462.89530737559215,462.27525607626194,None,0.731264359405172,1.1556589939733237,-0.42439463456815174,0.6327682847783487,2017
Fees (note 2),137.60366,0,0,None,None,None,None,None,2017
Total First-Class,26707.90126468,12710.612897783461,12418.164291950905,None,0.44894391918914056,0.21365783530034765,0.2352860838887929,2.1012284363830678,2017
USPS Marketing Mail:,None,None,None,None,None,None,None,None,2017
High Density and Saturation Letters,1089.165591,514.9128712853385,509.9860305711496,None,0.15353646061168172,0.07258574860776089,0.08095071200392083,2.1152425036126936,2017
High Density and Saturation Flats and Parcels,1978.9986686072068,1259.8299607909694,1237.1344911144959,None,0.1762009923303784,0.11216949904020877,0.06403149329016962,1.570845852375757,2017
Carrier Route,1859.0561442764356,1497.622932529818,1489.3136381234403,None,0.26062738368563565,0.20995683635190754,0.05067054733372811,1.2413379255191266,2017
Letters,9574.161548,4912.1516844175285,4789.025278408509,None,0.20382174753608936,0.10457347470698074,0.09924827282910863,1.9490769347313595,2017
Flats,1900.065714376335,2569.410272469206,2559.502754825765,None,0.3843125652188781,0.5196960533738663,-0.13538348815498819,0.7394948695952591,2017
Parcels,45.678237,72.76539415669423,72.7496575608525,None,1.1255879070526176,1.7930606147232044,-0.6674727076705869,0.6277467129723192,2017
Marketing Mail NSA,46.927648740022455,40.99805940885392,40.994944152686806,None,0.24005824515097673,0.20972544886723113,0.030332796283745606,1.1446309756282753,2017
Every Door Direct Mail Retail,133.955215,50.00921276199862,49.79086388475395,None,0.17668468940374546,0.06596131568434682,0.11072337371939864,2.6786107519331095,2017
Fees (note 2),43.810661999999994,0,0,None,None,None,None,None,2017
Total USPS Marketing Mail,16671.819429000003,10917.700387820409,10748.497658641654,None,0.2127325874632834,0.13930996928925096,0.07342261817403245,1.5270449670517419,2017
Periodicals:,None,None,None,None,None,None,None,None,2017
In County,56.866497,84.6669586518075,84.59035724544108,None,0.1101141744621603,0.1639459567232644,-0.05383178226110409,0.6716492230914213,2017
Outside County,1306.0629709999998,1898.1308013125185,1892.434820783781,None,0.2729885994519479,0.39674049454917754,-0.12375189509722961,0.6880784875820382,2017
Fees (note 2),11.809367,0,0,None,None,None,None,None,2017
Total Periodicals,1374.7388349999999,1982.7977599643261,1977.0251780292222,None,0.2593482124376672,0.3740601789809472,-0.11471196654327998,0.6933328566120297,2017
Package Services:,None,None,None,None,None,None,None,None,2017
Alaska Bypass,33.694227,17.4258610002381,17.4258610002381,None,25.80839460366603,13.347494127192153,12.460900476473878,1.933576022415169,2017
Bound Printed Matter Flats,200.29162,132.55468607267238,132.19963567601903,None,0.7572674725796645,0.5011660103445339,0.25610146223513064,1.5110112356962715,2017
Bound Printed Matter Parcels,297.16014399999995,270.2687365160925,269.61762437246006,None,1.070485834731729,0.9736125784463174,0.09687325628541155,1.0994987723350915,2017
Media and Library Mail,266.76624200000003,352.7135896712019,351.847657979467,None,3.487295135682229,4.610839723676131,-1.1235445879939019,0.7563253864096317,2017
Fees (note 2),3.2190410000000003,0,0,None,None,None,None,None,2017
Total Package Services,801.1312739999998,772.9628732602048,771.0907790281842,None,1.292379744427823,1.2469386641323648,0.04544108029545835,1.036442113475627,2017
International Negotiated Service Agreements,414.33155747,278.26460952055726,277.8040763610155,None,1.704438175983952,1.1446987682719443,0.5597394077120077,1.4889840220209194,2017
"Free Mail - blind, handicapped & servicemen",0,40.264822511068424,40.26078619624937,None,0,0.9102901128983653,-0.9102901128983653,None,2017
Total Market Dominant Mail,45969.922360150005,26702.603350860027,26232.842770207233,None,0.3183794787984526,0.18493746564989605,0.13344201314855653,1.7215520807513107,2017
MARKET DOMINANT SERVICES,None,None,None,None,None,None,None,None,2017
Ancillary Services,None,None,None,None,None,None,None,None,2017
Certified Mail,666.789699,558.6993418462914,549.8887170818558,None,3.3456321450332065,2.8032863739393923,0.5423457710938142,1.1934678440760473,2017
COD,4.170554,2.621078645810632,2.6210111400632066,None,10.56802292728291,6.641712161774765,3.926310765508144,1.5911594284536075,2017
Insurance,74.466527,46.91938833219984,46.82673370702836,None,5.045634529821755,3.179120813396648,1.866513716425107,1.587116321141278,2017
Registered Mail,30.382151,21.869481368752343,21.866355394225188,None,15.324676025591103,11.03090814155424,4.293767884036862,1.3892488115155202,2017
Stamped Envelopes,12.19928,7.928938642729048,7.924834418251702,None,None,None,None,None,2017
Stamped Cards (note 4),0.9162,0.31854851210457297,0.31854848636327293,None,None,None,None,None,2017
Other Ancillary Services (note 2),433.912927,218.8823553613332,216.7248856412324,None,None,None,None,None,2017
Total Domestic Ancillary Services,1222.8373380000003,857.2391327092209,846.1710858690199,None,None,None,None,None,2017
Total International Ancillary Services (note 2),35.283702000000005,40.93630018534932,40.93630018534932,None,1.3553871273628675,1.57252587364797,-0.21713874628510244,0.861917218709171,2017
Special Services:,None,None,None,None,None,None,None,None,2017
Address Management Services,16.316524,7.022735244159466,0.10240483166413196,None,None,None,None,None,2017
Caller Service,90.991027,25.25889113997872,25.237782322087106,None,None,None,None,None,2017
Credit Card Authentication (note 5),17.465178,1.634728,1.634728,None,None,None,None,None,2017
Customized Postage,0.975,0.07205800000000001,0.07205800000000001,None,None,None,None,None,2017
Money Orders,152.023478,156.39053130444935,152.89183304932658,None,1.7507229340275043,1.8010145105313657,-0.0502915765038614,0.9720759737304817,2017
Post Office Box Service,278.659309,230.81735561133536,230.54744529250556,None,None,None,None,None,2017
Stamp Fulfillment Services,3.88652,4.000219,4.000219,None,None,None,None,None,2017
Total Special Services,560.317036,425.1965182999229,414.4864704955834,None,None,None,None,None,2017
Total Market Dominant Services,1818.4380760000004,1323.3719511944932,1301.5938565499525,None,None,None,None,None,2017
Total Market Dominant Mail and Services,47788.360436150004,28025.97530205452,27534.436626757186,None,None,None,None,None,2017
COMPETITIVE MAIL AND SERVICES,None,None,None,None,None,None,None,None,2017
Total Priority Mail Express,765.9690089999999,329.4352295816414,325.01853922843645,None,25.735913410401512,11.068746180628915,14.667167229772597,2.325097440163654,2017
Total First-Class Package Service,2786.8068369999996,1933.3305472823067,1928.694406694969,None,2.904045149275495,2.014663924043373,0.889381225232122,1.4414538894641837,2017
Total Priority Mail,8340.268676000002,6271.817336503603,6176.552312502459,None,8.15308361107163,6.131055619949962,2.022027991121667,1.3298009537773805,2017
Total Ground,6194.149309500022,3522.124715765636,3465.657040382788,None,2.147901981028413,1.2213426374497243,0.9265593435786885,1.7586399714280259,2017
Total Competitive International,1749.3872520358339,1052.5759622462374,1025.1984028569843,None,8.440297811781198,5.078380776207021,3.3619170355741765,1.662005702944778,2017
Total Domestic Competitive Services,852.9624660000001,428.79653983843485,397.5530742475332,None,None,None,None,None,2017
Total Competitive Mail and Services,20689.543549535858,13538.080331217861,13318.673775913168,None,None,None,None,None,2017
Total All Mail and Services,68477.90398568586,41564.05563327238,40853.110402670354,None,None,None,None,None,2017
Miscellaneous Items,1110.39497773999,0,0,None,None,None,None,None,2017
Appropriations:  Revenue Forgone,47.944,0,0,None,None,None,None,None,2017
Total Operating Income,69636.24296342584,41564.05563327238,40853.110402670354,None,None,None,None,None,2017
Investment Income,58.35677526,0,0,None,None,None,None,None,2017
Total,69694.59973868585,41564.05563327238,40853.110402670354,None,None,None,None,None,2017
All Other,None,30872.259123152937,None,None,None,None,None,None,2017
Total,None,72436.31475642532,None,None,None,None,None,None,2017
"PUBLIC COST AND REVENUE ANALYSIS
 Fiscal Year 2018 - Revised 2/11/2019",None,None,None,None,None,None,None,None,2018
Mail Classes and Products,Revenue,Cost,Variable Cost,None,$,Cost $,$,Coverage,2018
(note 1),(note 1),(note 2),(note 2),None,,(note 2),(note 2),(note 2),2018
MARKET DOMINANT PRODUCTS,None,None,None,None,None,None,None,None,2018
First-Class Mail:,None,None,None,None,None,None,None,None,2018
Single-Piece Letters,8400.677371,5217.057503333667,5022.257937513734,None,0.4991383003482441,0.3099789576519639,0.18915934269628015,1.610232849768671,2018
Single-Piece Postcards,224.633986,183.55116648154086,181.88159763525505,None,0.35649588553154044,0.29129713094787046,0.06519875458366997,1.2238221652630616,2018
Total Single-Piece Letters and Cards,8625.311357,5418.504563694519,5204.139535148989,None,0.4939905968385714,0.3103297020367468,0.18366089480182457,1.5918250608833984,2018
Presort Letters,13775.589509,4456.271011380069,4381.330780180926,None,0.38483933503470474,0.12449183184745093,0.2603475031872538,3.09128180800068,2018
Presort Cards,540.0622639999999,170.6318755017836,169.58614795455256,None,0.2602069748601092,0.08221200979712572,0.17799496506298346,3.165072542347779,2018
Total Presort Letters and Cards,14315.651773,4633.938371309704,4550.916928135479,None,0.37800892699073985,0.12236048342442436,0.2556484435663155,3.0893056026884373,2018
Flats,1909.874115,1554.1735247306945,1549.678132742301,None,1.3820998465835352,1.1246934932643375,0.2574063533191977,1.228868002580948,2018
First-Class NSAs,None,None,None,None,None,None,None,None,2018
Outbound Single-Piece First-Class Mail Int'l,198.13955300000003,139.49588847761743,139.25057561373018,None,1.5006921876911938,1.056530040992888,0.4441621466983059,1.420397082397107,2018
Inbound Single-Piece First-Class Mail Int'l,422.87290143000007,504.34953520430577,503.5849432352935,None,0.9519312598781298,1.135343709285798,-0.18341244940766832,0.8384520494476108,2018
Fees (note 2),125.00403600000001,None,None,None,None,None,None,None,2018
Total First-Class,25596.85373543,12481.712511662014,11947.570114875794,None,0.44679600807107267,0.21786971874524666,0.228926289325826,2.050748542038133,2018
USPS Marketing Mail:,None,None,None,None,None,None,None,None,2018
High Density and Saturation Letters,1153.580223,559.9738751659552,553.8554761162153,None,0.15878107015998652,0.07707591495393126,0.08170515520605526,2.0600607888325544,2018
High Density and Saturation Flats and Parcels,2027.9520929999999,1399.7027600115136,1372.6155568473184,None,0.17493853464650183,0.12074345869524367,0.054195075951258165,1.44884481972681,2018
Carrier Route,1847.737382,1703.1542230065697,1691.9850161515287,None,0.26268237044647075,0.24212780067859382,0.020554569767876923,1.0848914073901061,2018
Letters,9656.355538,4962.860822551459,4836.688681144612,None,0.2075869226061919,0.10668880214922878,0.10089812045696313,1.9457236225769405,2018
Flats,1649.375724,2402.7611239693615,2395.323959116176,None,0.4043809011157943,0.5890899777040305,-0.1847090765882362,0.6864501458535467,2018
Parcels,42.242853000000004,73.43009448929732,73.41234100570261,None,1.2191427286814,2.119216847475121,-0.9000741187937209,0.5752798398776001,2018
Marketing Mail NSA,14.186697,13.629143745852955,13.628665350721299,None,0.2072728962217363,0.19912683672776732,0.008146059493968988,1.040908898206954,2018
Every Door Direct Mail Retail,126.628232,47.45135005408482,47.20789081954779,None,0.17769369055299683,0.06658709025355797,0.11110660029943886,2.6685907114480356,2018
Fees (note 2),36.407911999999996,None,None,None,None,None,None,None,2018
Total USPS Marketing Mail,16554.466653999996,11624.031826390374,10984.717586551822,None,0.21414938972310862,0.15036904382189895,0.06378034590120968,1.4241587515629401,2018
Periodicals:,None,None,None,None,None,None,None,None,2018
In County,55.923337,83.29639188604014,83.21693640511,None,0.10958192163257978,0.16321949256949214,-0.05363757093691236,0.67137766395104,2018
Outside County,1214.408186,1806.3471308113387,1800.8151216574677,None,0.27089211683594516,0.4029330530270483,-0.13204093619110313,0.6723005591148676,2018
Fees (note 2),6.368907,None,None,None,None,None,None,None,2018
Total Periodicals,1276.7004299999999,1890.228738010861,1884.0320580625776,None,0.2556812020017896,0.3785507895481345,-0.12286958754634486,0.6754211299017211,2018
Package Services:,None,None,None,None,None,None,None,None,2018
Alaska Bypass,32.909513,18.7201620654462,18.7201620654462,None,26.16675810457953,14.884630849598308,11.282127254981221,1.757971586193936,2018
Bound Printed Matter Flats,197.673177,133.0288432482183,131.61040425788218,None,0.7448001402750324,0.5012308832973241,0.24356925697770826,1.4859422375879938,2018
Bound Printed Matter Parcels,318.25359999999995,292.4018598550854,290.50360613942115,None,1.0795590358042042,0.9918664545900251,0.08769258121417911,1.0884116816415832,2018
Media and Library Mail,276.315895,360.4154437197701,359.1169211777782,None,3.4992795799262173,4.564320856383012,-1.0650412764567947,0.7666594198855721,2018
Fees (note 2),2.754508,None,None,None,None,None,None,None,2018
Total Package Services,827.9066929999999,805.4908482098515,799.9510936405277,None,1.292745168548428,1.2577436698331665,0.03500149871526137,1.0278288013327104,2018
International Negotiated Service Agreements,419.57778589,258.08426143719277,257.6923618950513,None,2.3542726989139613,1.44812416470554,0.9061485342084212,1.6257395300027166,2018
"Free Mail - blind, handicapped & servicemen",None,34.079116471164056,34.077265398944874,None,None,0.8092011133253819,-0.8092011133253819,None,2018
Total Market Dominant Mail,44675.505298319986,27093.627302181456,25908.040480424715,None,0.3174381522990479,0.19251155487673782,0.1249265974223101,1.6489303849958443,2018
MARKET DOMINANT SERVICES,None,None,None,None,None,None,None,None,2018
Ancillary Services,None,None,None,None,None,None,None,None,2018
Certified Mail,613.642014,529.9535716576248,521.7663754348144,None,3.434128056068174,2.965781982527332,0.4683460735408418,1.1579165549929378,2018
COD,3.9738130000000003,2.8649037661848658,2.8647477999666546,None,11.045242039491239,7.963020785669043,3.082221253822196,1.3870668351599977,2018
Insurance,79.139587,48.467138746126814,48.45240255848108,None,4.49175335548043,2.750866429129213,1.7408869263512172,1.6328504023011743,2018
Registered Mail,29.137083999999998,18.13036921437055,18.128511752382266,None,15.908029936732772,9.898672640893816,6.0093572958389565,1.6070871836909573,2018
Stamped Envelopes,11.164024,12.05140761955957,12.040466686445821,None,None,None,None,None,2018
Stamped Cards (note 4),0.59248,0.20773737988259652,0.20773736913661348,None,None,None,None,None,2018
Other Ancillary Services (note 2),401.65449,229.70489256421936,227.4544557148862,None,None,None,None,None,2018
Total Domestic Services,1139.303492,841.3800209479685,830.914697316113,None,None,None,None,None,2018
Total International Ancillary Services (note 2),47.07721,40.98914617769948,40.98914617769948,None,1.8448663121554585,1.6062866713480568,0.23857964080740168,1.148528681127122,2018
Special Services:,None,None,None,None,None,None,None,None,2018
Address Management Services,16.089574,5.436720491109012,0.08470687522556272,None,None,None,None,None,2018
Caller Service,88.51199700000001,26.324464950946677,26.298473136841857,None,None,None,None,None,2018
Credit Card Authentication (note 5),17.687026000000003,2.2043958,2.2043958,None,None,None,None,None,2018
Customized Postage,None,0.072241,0.072241,None,None,None,None,None,2018
Money Orders,158.53987132999998,146.67237032105413,143.04878423730898,None,1.9011881347824282,1.758874709658202,0.14231342512422618,1.0809116330701471,2018
Post Office Box Service,287.485483,254.64645024715085,254.5732899758931,None,None,None,None,None,2018
Stamp Fulfillment Services,3.873038,4.430726,4.430726,None,None,None,None,None,2018
Total Special Services,572.18698933,439.78736881026066,430.7126170252695,None,None,None,None,None,2018
Total Market Dominant Services,1758.56769133,1342.895151447273,1302.616460519082,None,None,None,None,None,2018
Total Market Dominant Mail and Services,46434.07298964998,28437.503102345945,27210.656940943798,None,None,None,None,None,2018
COMPETITIVE MAIL AND SERVICES,None,None,None,None,None,None,None,None,2018
Total Priority Mail Express,751.3680280000001,314.84283929916927,308.8648196826514,None,26.63384833302731,11.160278476253934,15.473569856773375,2.386485999403775,2018
Total First-Class Package Service,3870.5550569999996,2692.3132287368953,2674.8616260604103,None,3.036681493035174,2.1122804442151373,0.9244010488200369,1.4376317791284186,2018
Total Priority Mail,9103.194109999999,6983.45708186395,6820.617359560658,None,8.472266160430504,6.499444744619941,1.9728214158105626,1.3035369163563717,2018
Total Ground,6911.667938,3725.2974121028133,3655.8555758193447,None,2.229958122510485,1.2019178724158723,1.0280402500946129,1.8553331917997333,2018
Total Competitive International,1542.9664916203892,1024.584122486376,995.1115130172884,None,8.272206775307815,5.493036800172992,2.779169975134823,1.5059441755509992,2018
Total Domestic Competitive Services,877.221064,440.73698857535777,405.3000420694927,None,None,None,None,None,2018
Total Competitive Mail and Services,23056.972688620386,15465.591023313003,14860.610936209847,None,None,None,None,None,2018
Total All Mail and Services,69491.04567827037,43971.56848084522,42071.267877153645,None,None,None,None,None,2018
Miscellaneous Items,1108.5307194999998,None,None,None,None,None,None,None,2018
Appropriations:  Revenue Forgone,60.527,None,None,None,None,None,None,None,2018
Total Operating Income,70660.10339777038,43971.56848084522,42071.267877153645,None,None,None,None,None,2018
Investment Income,122.87475352,None,None,None,None,None,None,None,2018
Total,70782.97815129037,43971.56848084522,42071.267877153645,None,None,None,None,None,2018
All Other,None,30724.417390105285,None,None,None,None,None,None,2018
Total,None,74695.9858709505,None,None,None,None,None,None,2018
"PUBLIC COST AND REVENUE ANALYSIS
 Fiscal Year 2019 - Revised 1/10/2020",None,None,None,None,None,None,None,None,2019
Mail Classes and Products,Revenue,Cost,Variable Cost,None,$,Cost $,$,Coverage,2019
(note 1),(note 1),(note 2),(note 2),None,,(note 2),(note 2),(note 2),2019
MARKET DOMINANT PRODUCTS,None,None,None,None,None,None,None,None,2019
First-Class Mail:,None,None,None,None,None,None,None,None,2019
Single-Piece Letters,8284.78298,5272.692042458333,5095.16822884127,None,0.5192940446918947,0.33049478589274467,0.18879925879915,1.5712624430341873,2019
Single-Piece Postcards,203.989459,186.717584132636,185.72585441176116,None,0.3620344566671089,0.33138084415260916,0.030653612514499717,1.0925026689242876,2019
Total Single-Piece Letters and Cards,8488.772439,5477.495095867547,5280.894083253032,None,0.5139294909376463,0.33161994699015424,0.18230954394749205,1.549754457179576,2019
Presort Letters,13689.503503,4678.10517769723,4608.229869134379,None,0.3888274606780742,0.13287375664357323,0.255953704034501,2.926292373301999,2019
Presort Cards,502.517829,173.31305197419928,172.7350574544024,None,0.261265467196813,0.09010767953338568,0.17115778766342732,2.8994805831173562,2019
Total Presort Letters and Cards,14192.021332,4858.557322795843,4780.964926588782,None,0.3822196211993457,0.13085070097147555,0.25136892022787016,2.921036099628283,2019
Flats,1648.854159,1515.9606137918652,1512.9023461013612,None,1.2729041861261383,1.1703112739020693,0.10259291222406897,1.0876629273868328,2019
Outbound Single-Piece First-Class Mail International,184.40610782,126.59842726592534,126.09712750077372,None,1.4629420092017908,1.0043385207554,0.45860348844639076,1.456622422588609,2019
Inbound Single-Piece First-Class Mail International,598.2423006400002,762.1985649788902,759.969660946554,None,1.0674193192433148,1.3599597896832503,-0.2925404704399355,0.7848903528919253,2019
Fees (note 2),104.631806,None,None,None,None,None,None,None,2019
Total First-Class,25216.92814446,12978.411416190605,12460.828144390502,None,0.45329904195457676,0.23329968770776005,0.21999935424681671,1.9429903503445585,2019
USPS Marketing Mail:,None,None,None,None,None,None,None,None,2019
High Density and Saturation Letters,1195.696556,585.7232308234753,580.0637861991282,None,0.16484074618228967,0.08074879361385662,0.08409195256843305,2.041401967818411,2019
High Density and Saturation Flats and Parcels,2065.767859,1498.7031343211409,1471.011115913338,None,0.17797714723244812,0.1291214340627444,0.04885571316970372,1.378370280072657,2019
Carrier Route,1668.959522,1673.2658281528425,1663.1597076078367,None,0.26246176985500475,0.26313898264507773,-0.0006772127900729896,0.9974264064439802,2019
Letters,9713.346199,5124.15439750207,4996.27260217991,None,0.21131508039328561,0.11147662981138619,0.09983845058189943,1.895599828868364,2019
Flats,1560.533001,2306.5831849965443,2300.375369050951,None,0.40871098748206397,0.6041050657982605,-0.19539407831619654,0.676556133397087,2019
Parcels,48.292559000000004,84.91173740817807,84.89480171715843,None,1.310111265931224,2.303539636163158,-0.993428370231934,0.5687383213919354,2019
Every Door Direct Mail Retail,119.484869,46.15957123936823,45.948292517528245,None,0.18399670499783877,0.07108187909681483,0.11291482590102393,2.5885177394822647,2019
Fees (note 2),35.036029,None,None,None,None,None,None,None,2019
Total USPS Marketing Mail,16407.116594,11797.942146044812,11141.725675185851,None,0.21676716045354724,0.15587177695370275,0.060895383499844496,1.3906761357954605,2019
Periodicals:,None,None,None,None,None,None,None,None,2019
In County,55.511866999999995,96.27362049403845,96.23854879538676,None,0.11117649717771201,0.19281217648730106,-0.08163567930958905,0.5766051667646327,2019
Outside County,1132.246208,1768.644768813366,1763.9499865188775,None,0.2737999162212253,0.42769389387631135,-0.15389397765508606,0.6401772860016748,2019
Fees (note 2),6.318863,None,None,None,None,None,None,None,2019
Total Periodicals,1194.076938,1865.5301204750633,1860.1885353142643,None,0.2576430037946065,0.40252078288485416,-0.14487777909024768,0.6400737918377455,2019
Package Services:,None,None,None,None,None,None,None,None,2019
Alaska Bypass,31.731436000000002,20.3606373643473,20.3606373643473,None,24.912058837845773,15.98494931009933,8.927109527746444,1.5584696801075417,2019
Bound Printed Matter Flats,190.48690299999998,132.85718148591178,131.6863785295681,None,0.7488640523771951,0.5223034536655381,0.226560598711657,1.4337719712968569,2019
Bound Printed Matter Parcels,314.168075,296.6791443257495,295.14183955839,None,1.0987485856458665,1.0375840709421007,0.06116451470376583,1.0589489723451806,2019
Media and Library Mail,283.892358,397.04163105187035,395.7173416343384,None,3.5432583582647394,4.955473573556371,-1.4122152152916314,0.7150191209115593,2019
Fees (note 2),1.141322,None,None,None,None,None,None,None,2019
Total Package Services,821.4200939999998,847.7699833655153,842.9061970866438,None,1.3212568298211003,1.3636407105461044,-0.0423838807250041,0.9689185865476029,2019
International Negotiated Service Agreements,244.87461568999998,37.94371692718896,37.88155904789406,None,93.83010418941774,14.539126085322959,79.29097810409478,6.453627517828454,2019
"Free Mail - blind, handicapped & servicemen",None,39.845586965217166,39.84322448377681,None,None,1.1681877696226683,-1.1681877696226683,None,2019
Total Market Dominant Mail,43884.41638615,27567.442969968404,26383.37333550893,None,0.3205641782193541,0.2013729571681361,0.11919122105121802,1.5918928873438525,2019
MARKET DOMINANT SERVICES,None,None,None,None,None,None,None,None,2019
Ancillary Services,None,None,None,None,None,None,None,None,2019
Certified Mail,653.630479,478.432624029038,471.5240066264794,None,3.4962786507704595,2.5591428535951355,0.937135797175324,1.366191279966578,2019
COD,4.206006,2.5143899682180137,2.5143509718649435,None,11.431973602670176,6.834141402434288,4.597832200235888,1.6727739344986572,2019
Insurance,77.675783,41.4609034752274,41.44193021275771,None,5.4137255988405295,2.88967739784348,2.5240482009970493,1.8734705828687679,2019
Registered Mail,24.199272,16.767550094012254,16.76546828671005,None,16.724459013130478,11.58829093279831,5.136168080332167,1.4432204981836696,2019
Stamped Envelopes,12.184477000000001,10.604335229431763,10.595900414709462,None,None,None,None,None,2019
Stamped Cards (note 4),0.562005,0.17770128772247867,0.17770127801495686,None,None,None,None,None,2019
Other Domestic Ancillary Services (note 2),389.69218,247.2612984067377,244.3405740279114,None,None,None,None,None,2019
Other Domestic NSA Ancillary Services (note 2),3.303471,3.19519680114316,3.19519680114316,None,None,None,None,None,2019
Total Domestic Ancillary Services,1165.453673,800.4139992915308,790.5551286195912,None,None,None,None,None,2019
Total International Ancillary Services (note 2),59.058982,58.51405974254594,58.51405974254594,None,1.988607500230145,1.9702591228704491,0.018348377359695967,1.009312672199667,2019
Special Services:,None,None,None,None,None,None,None,None,2019
Address Management Services,16.734256000000002,5.594717803146285,0.10123989148270175,None,None,None,None,None,2019
Caller Service,89.354272,21.109511646641295,21.09838732735371,None,None,None,None,None,2019
Credit Card Authentication (note 5),18.328818199999997,2.17081175,2.17081175,None,None,None,None,None,2019
Customized Postage,0.203125,0.053,0.053,None,None,None,None,None,2019
